| ID                                   | Run                                  | Algorithm           | Masking            |     MAE |    RMSE | Runtime   |
| 26b3888f-b39d-44af-8a66-aa4563e616b8 | c932b6bc-7bf4-45ae-8760-3e132e99b544 | IGNNK               | protocol:test_r002 | 22.2646 | 30.9367 | nans      |
| 10ddfe70-b3ef-4547-8b18-109dadebabc8 | c932b6bc-7bf4-45ae-8760-3e132e99b544 | IGNNK               | protocol:test_r001 | 20.1956 | 28.2754 | nans      |
| dfc89dc8-dbb5-4648-abc1-8316808bb205 | c932b6bc-7bf4-45ae-8760-3e132e99b544 | IGNNK               | protocol:test_r000 | 18.1282 | 25.5315 | nans      |
| ee614dc4-8448-4c65-9dbd-54a1a95e1185 | c5580478-bc6f-4964-a9dc-541f0f864afc | GRIN                | protocol:test_r004 | 22.8634 | 32.9421 | nans      |
| 7a6790a1-7d77-47ea-aee3-37ff2b5c6fe8 | c5580478-bc6f-4964-a9dc-541f0f864afc | GRIN                | protocol:test_r003 | 23.3161 | 33.297  | nans      |
| 3642b2d4-c8fa-4010-ac22-26d820e6168e | c5580478-bc6f-4964-a9dc-541f0f864afc | GRIN                | protocol:test_r002 | 24.2746 | 34.4767 | nans      |
| 5a45c8f6-9947-4c17-a6e4-2db89e673478 | c5580478-bc6f-4964-a9dc-541f0f864afc | GRIN                | protocol:test_r001 | 25.0364 | 35.18   | nans      |
| ba0aee27-fa0d-4df8-ba86-684e10f155b6 | c5580478-bc6f-4964-a9dc-541f0f864afc | GRIN                | protocol:test_r000 | 23.7748 | 34.4213 | nans      |
| 7e0ac9a4-6876-48fc-848d-85e21dc56a7a | d9342496-37ff-41f3-8db1-d009aa9d9bc3 | GRIN                | protocol:test_r004 | 23.1614 | 33.2432 | nans      |
| 8a453066-c993-4f72-b94f-648d641d0f84 | d9342496-37ff-41f3-8db1-d009aa9d9bc3 | GRIN                | protocol:test_r003 | 23.0487 | 33.1183 | nans      |
| b49a0762-4cdb-40a0-93e5-3a45a09fd56a | d9342496-37ff-41f3-8db1-d009aa9d9bc3 | GRIN                | protocol:test_r002 | 24.8149 | 34.9514 | nans      |
| 4d430f6a-7545-4129-acf9-591cc5a44132 | d9342496-37ff-41f3-8db1-d009aa9d9bc3 | GRIN                | protocol:test_r001 | 24.8171 | 34.8986 | nans      |
| e5a5c0c7-3b47-4e9f-bd6a-5275f11305e4 | d9342496-37ff-41f3-8db1-d009aa9d9bc3 | GRIN                | protocol:test_r000 | 23.9868 | 34.6773 | nans      |
| 0ce249f7-f879-4e12-bfb7-d32014aa883f | 5074d2e4-90b5-42bc-abe4-221ede827733 | GRIN                | protocol:test_r004 | 25.5498 | 35.9138 | nans      |
| effc5ba5-10e0-4c64-a60a-870674412df9 | 5074d2e4-90b5-42bc-abe4-221ede827733 | GRIN                | protocol:test_r003 | 25.447  | 35.0605 | nans      |
| b3674188-bd3b-47e6-979a-306c56a5ffae | 5074d2e4-90b5-42bc-abe4-221ede827733 | GRIN                | protocol:test_r002 | 22.0337 | 31.4289 | nans      |
| 1865ce1a-b820-4ddf-8a23-474c3eecc3d7 | 5074d2e4-90b5-42bc-abe4-221ede827733 | GRIN                | protocol:test_r001 | 25.3871 | 36.0455 | nans      |
| 7845444c-fd40-4b52-b579-b9f8a49d5925 | 5074d2e4-90b5-42bc-abe4-221ede827733 | GRIN                | protocol:test_r000 | 27.1991 | 37.2153 | nans      |
| 6681bea7-43dc-4959-881d-766e69028713 | b67af1ce-0b94-4d69-82cc-f8e0020bc53e | GRIN                | protocol:test_r004 | 41.7782 | 52.1925 | nans      |
| e3ec5af8-6957-4a49-bdca-9692d32512c3 | b67af1ce-0b94-4d69-82cc-f8e0020bc53e | GRIN                | protocol:test_r003 | 42.0852 | 52.5233 | nans      |
| fa1adca1-4605-4a0f-9b22-75d41555d34c | b67af1ce-0b94-4d69-82cc-f8e0020bc53e | GRIN                | protocol:test_r002 | 41.8721 | 52.2918 | nans      |
| ec4590d1-ee47-47aa-b95c-aeff38753118 | b67af1ce-0b94-4d69-82cc-f8e0020bc53e | GRIN                | protocol:test_r001 | 41.8345 | 52.3069 | nans      |
| 2bdd7489-6765-4d7a-a391-0ac8a6e8024a | b67af1ce-0b94-4d69-82cc-f8e0020bc53e | GRIN                | protocol:test_r000 | 41.7199 | 52.2274 | nans      |
| 73e7db63-b061-43e6-a7d4-3055ca92c623 | 6c33dee9-761f-4ffe-910a-b10c80d156ab | GRIN                | protocol:test_r004 | 30.0837 | 40.3249 | nans      |
| 01c8f1fc-ff52-4180-b76f-29f6ccdc1a4e | 6c33dee9-761f-4ffe-910a-b10c80d156ab | GRIN                | protocol:test_r003 | 27.8951 | 39.8027 | nans      |
| 8f92b70e-b9fb-4013-b84c-e1b6edd45636 | 6c33dee9-761f-4ffe-910a-b10c80d156ab | GRIN                | protocol:test_r002 | 24.4123 | 35.6294 | nans      |
| ed566ee6-5617-4c59-8847-18e1f10d4e61 | 6c33dee9-761f-4ffe-910a-b10c80d156ab | GRIN                | protocol:test_r001 | 32.0271 | 42.9529 | nans      |
| 4bbbc3d7-2be3-455a-a9a8-2d6cb4d15469 | 6c33dee9-761f-4ffe-910a-b10c80d156ab | GRIN                | protocol:test_r000 | 28.2674 | 40.3025 | nans      |
| 6641099c-010f-4876-b7f7-951c694da67e | f6a43756-f9e2-4cd4-b6cf-d385681aa5c6 | GRIN                | protocol:test_r004 | 24.4815 | 34.8528 | nans      |
| 748f19e9-3d48-41a4-88ef-f20e7563ff9f | f6a43756-f9e2-4cd4-b6cf-d385681aa5c6 | GRIN                | protocol:test_r003 | 24.2624 | 34.6442 | nans      |
| dae0548c-92c3-4d11-ba26-2d67b41b13cc | f6a43756-f9e2-4cd4-b6cf-d385681aa5c6 | GRIN                | protocol:test_r002 | 24.2186 | 34.5235 | nans      |
| 4595dc13-d7d6-4097-99a1-2d0224494853 | f6a43756-f9e2-4cd4-b6cf-d385681aa5c6 | GRIN                | protocol:test_r001 | 24.1399 | 34.3943 | nans      |
| c74d6ca2-c5fa-4fd8-b111-9fcc6108eec4 | f6a43756-f9e2-4cd4-b6cf-d385681aa5c6 | GRIN                | protocol:test_r000 | 24.4747 | 34.7596 | nans      |
| 1d5aa39d-36a2-47f8-80cf-206f2da872e4 | e373527c-38ce-48a6-915c-98b74dc5d9f5 | STGCN               | protocol:test_r004 | 12.8192 | 18.1261 | nans      |
| be19a5c2-0efa-439f-bdd7-673c7278c715 | e373527c-38ce-48a6-915c-98b74dc5d9f5 | STGCN               | protocol:test_r003 | 12.4124 | 18.484  | nans      |
| 8a9a37a6-b838-406d-bdc3-4763d71b3052 | e373527c-38ce-48a6-915c-98b74dc5d9f5 | STGCN               | protocol:test_r002 | 13.5707 | 19.4777 | nans      |
| 6a17000f-8452-4b4e-9b9a-b56286615d6c | e373527c-38ce-48a6-915c-98b74dc5d9f5 | STGCN               | protocol:test_r001 | 13.367  | 19.6542 | nans      |
| d4aac70a-732c-4619-9461-67651676599d | e373527c-38ce-48a6-915c-98b74dc5d9f5 | STGCN               | protocol:test_r000 | 14.0002 | 21.0916 | nans      |
| b1da1ccf-bdeb-448b-be70-b2f1e67e40cf | 0222409a-48b2-44f1-87d0-1c5bdf3082a6 | STGCN               | protocol:test_r004 | 11.2539 | 16.7683 | nans      |
| 6d7a5a21-1523-497a-9e38-241662c38996 | 0222409a-48b2-44f1-87d0-1c5bdf3082a6 | STGCN               | protocol:test_r003 | 12.3433 | 18.648  | nans      |
| 4afc4ed6-bf0e-4c65-a6b8-837b0356f4f4 | 0222409a-48b2-44f1-87d0-1c5bdf3082a6 | STGCN               | protocol:test_r002 | 13.0863 | 18.9735 | nans      |
| bdc74438-05d0-4b67-a21c-947d06ed56b5 | 0222409a-48b2-44f1-87d0-1c5bdf3082a6 | STGCN               | protocol:test_r001 | 13.1149 | 19.5248 | nans      |
| 3058110a-29ea-45dd-98ba-26372df54d7c | 0222409a-48b2-44f1-87d0-1c5bdf3082a6 | STGCN               | protocol:test_r000 | 13.6465 | 20.9162 | nans      |
| 53981ad8-d7a1-4221-aa92-cd745222a875 | 599b6125-b4e5-482d-b6aa-16747a230c1e | STGCN               | protocol:test_r004 | 14.7743 | 21.38   | nans      |
| 17a15d27-9193-4024-855e-7e742b791ba7 | 599b6125-b4e5-482d-b6aa-16747a230c1e | STGCN               | protocol:test_r003 | 15.5283 | 21.9017 | nans      |
| c618e71a-082c-4ad3-8d57-502e8e72088a | 599b6125-b4e5-482d-b6aa-16747a230c1e | STGCN               | protocol:test_r002 | 12.6202 | 18.1667 | nans      |
| 4d1022e7-395f-4b33-90fd-35112b9aadbf | 599b6125-b4e5-482d-b6aa-16747a230c1e | STGCN               | protocol:test_r001 | 14.2647 | 21.0743 | nans      |
| 9a25fd47-1202-4bbb-879f-e701c71f3fa6 | 599b6125-b4e5-482d-b6aa-16747a230c1e | STGCN               | protocol:test_r000 | 15.5517 | 22.3166 | nans      |
| 66204dd3-1c9e-4bc6-8c50-51a833c7447b | e72fea51-02d1-489d-becc-76ce0614ca5f | STGCN               | protocol:test_r004 | 21.757  | 30.7784 | nans      |
| e4b6d98f-e75a-45d0-8fa8-1dc3ed600d9a | e72fea51-02d1-489d-becc-76ce0614ca5f | STGCN               | protocol:test_r003 | 19.939  | 29.2696 | nans      |
| c10f88fb-f89d-4348-b5cb-d4557c52ba53 | e72fea51-02d1-489d-becc-76ce0614ca5f | STGCN               | protocol:test_r002 | 20.6563 | 30.1723 | nans      |
| c41564fa-b88a-4bd6-81d8-24900cf9e353 | e72fea51-02d1-489d-becc-76ce0614ca5f | STGCN               | protocol:test_r001 | 20.2207 | 29.6514 | nans      |
| c193986f-5443-4499-af71-b8bcb2bf5c0c | e72fea51-02d1-489d-becc-76ce0614ca5f | STGCN               | protocol:test_r000 | 20.9318 | 30.6256 | nans      |
| 3c1cb661-de00-462b-aff4-f5d8b55de369 | 57e801ba-a878-4c04-aa5f-3f732e1e6988 | STGCN               | protocol:test_r004 | 20.0219 | 27.4655 | nans      |
| dcd2970f-f670-418e-a936-9ba3d453f08d | 57e801ba-a878-4c04-aa5f-3f732e1e6988 | STGCN               | protocol:test_r003 | 14.769  | 22.1864 | nans      |
| ed594fef-9915-4b3f-97d8-6ad64e167910 | 57e801ba-a878-4c04-aa5f-3f732e1e6988 | STGCN               | protocol:test_r002 | 14.3472 | 21.2495 | nans      |
| 49063585-a0f2-4bb5-9c2f-1a60002f9573 | 57e801ba-a878-4c04-aa5f-3f732e1e6988 | STGCN               | protocol:test_r001 | 19.6578 | 27.4825 | nans      |
| 3ca119ef-7284-47f7-a581-1f7486ae34ee | 57e801ba-a878-4c04-aa5f-3f732e1e6988 | STGCN               | protocol:test_r000 | 15.2811 | 22.8209 | nans      |
| c9422772-858b-4074-882c-1eb9c19fa4c7 | 099f9978-5acb-49f4-bd39-1f54f8c9f174 | STGCN               | protocol:test_r004 | 12.6337 | 18.5115 | nans      |
| a4b0e54e-ff01-4b32-a493-f13436f5494b | 099f9978-5acb-49f4-bd39-1f54f8c9f174 | STGCN               | protocol:test_r003 | 12.0957 | 18.1572 | nans      |
| d62a5330-f5c6-492e-958a-1c432e7c2cec | 099f9978-5acb-49f4-bd39-1f54f8c9f174 | STGCN               | protocol:test_r002 | 12.256  | 18.3627 | nans      |
| 39f51aa7-b9d2-45a2-a494-bc655578acc9 | 099f9978-5acb-49f4-bd39-1f54f8c9f174 | STGCN               | protocol:test_r001 | 12.47   | 18.3601 | nans      |
| 53396f25-3d48-460c-9c35-a610f317d5d9 | 099f9978-5acb-49f4-bd39-1f54f8c9f174 | STGCN               | protocol:test_r000 | 12.5055 | 18.3138 | nans      |
| 81ad0d7a-bd11-4d89-b623-11870b528f8f | 62591452-9f48-4858-9b50-0b18a8112f82 | DCRNN               | protocol:test_r000 | 33.237  | 42.1234 | nans      |
| d1295247-9d73-4cb8-b366-55eb2e4fab6a | ecaceee9-e7c3-4cf3-bdab-8f43e24a2d04 | IGNNK               | protocol:test_r000 | 33.2335 | 42.1159 | nans      |
| 76a6e271-472c-465a-a391-3c883181160b | 224ca9b0-d930-4ba1-bf13-dff240699e68 | GRIN                | protocol:test_r000 | 33.2297 | 42.1163 | nans      |
| d1aa4c82-89d0-4a92-94c0-a0253e3a3686 | de78cace-1137-4fe3-b3bd-81dfbed63031 | STGCN               | protocol:test_r000 | 33.2318 | 42.1118 | nans      |
| bc84f2c5-ab44-4bb9-ba40-94a14e4bef74 | de78cace-1137-4fe3-b3bd-81dfbed63031 | STGCN               | protocol:test_r000 | 33.2334 | 42.1158 | nans      |
| ace4993e-406b-4b95-89af-785c8927c013 | ecaceee9-e7c3-4cf3-bdab-8f43e24a2d04 | IGNNK               | protocol:test_r000 | 33.2335 | 42.1159 | nans      |
| b015ecb5-868e-4e6d-abbc-11517b97e07a | 224ca9b0-d930-4ba1-bf13-dff240699e68 | GRIN                | protocol:test_r000 | 33.2321 | 42.115  | nans      |
| 8f17eae8-23ec-48bb-af92-eb61bed87168 | 62591452-9f48-4858-9b50-0b18a8112f82 | DCRNN               | protocol:test_r000 | 33.2341 | 42.1153 | nans      |
| b9ddfb22-ebf5-4f87-b6d2-8bf871476469 | de78cace-1137-4fe3-b3bd-81dfbed63031 | STGCN               | protocol:test_r000 | 33.2387 | 42.1206 | nans      |
| 23c210e6-9e6e-435f-87ba-eaf2b43fae36 | 1ea02065-0075-43dd-811b-2a02de0fb99c | DCRNN               | protocol:test_r000 | 33.281  | 42.2146 | nans      |
| a58ff2fb-67a0-4237-8282-f2f81596688f | 4b035601-2117-426e-8414-8d84cab4b381 | IGNNK               | protocol:test_r000 | 36.3231 | 44.8977 | nans      |
| 2cc2c42c-59db-4acd-8ea8-1245161a9796 | de454b48-03de-467d-ab13-fbfab80cf3fb | GRIN                | protocol:test_r000 | 33.666  | 42.4428 | nans      |
| 1d565e51-8524-4ae4-8038-7b1a535d2982 | 1a4d0218-673c-4f3e-89a9-a79daa9b31d8 | STGCN               | protocol:test_r000 | 34.1874 | 43.3134 | nans      |
| 552f9b80-ba39-4e52-96f5-4b3952703c16 | c9e44da8-8fb8-4a3c-87c7-cf0135b9acd3 | DCRNN               | protocol:test_r004 | 31.7671 | 40.3196 | nans      |
| e0ec8fd7-8c21-4f1b-a4e6-b43b005e436f | c9e44da8-8fb8-4a3c-87c7-cf0135b9acd3 | DCRNN               | protocol:test_r003 | 31.7796 | 40.4029 | nans      |
| 1432fa31-e0a5-485b-8b92-eb135655daa9 | c9e44da8-8fb8-4a3c-87c7-cf0135b9acd3 | DCRNN               | protocol:test_r002 | 33.3534 | 42.0046 | nans      |
| 8f26e176-846d-4606-b380-66877c880fb8 | c9e44da8-8fb8-4a3c-87c7-cf0135b9acd3 | DCRNN               | protocol:test_r001 | 33.7095 | 42.3874 | nans      |
| e9ea0bd4-bd72-423d-af61-d0b789600969 | c9e44da8-8fb8-4a3c-87c7-cf0135b9acd3 | DCRNN               | protocol:test_r000 | 32.773  | 41.9811 | nans      |
| 170460ff-edf3-483c-94dc-8806ca8e78b2 | da63aa96-42b9-40ca-830a-68b2977fd6d1 | DCRNN               | protocol:test_r004 | 31.483  | 40.0661 | nans      |
| 24628905-770c-424d-a40c-245fe2c645dc | da63aa96-42b9-40ca-830a-68b2977fd6d1 | DCRNN               | protocol:test_r003 | 31.8774 | 40.4763 | nans      |
| cd2bc3b0-8e20-4aad-8b11-e98ef98590fb | da63aa96-42b9-40ca-830a-68b2977fd6d1 | DCRNN               | protocol:test_r002 | 33.0804 | 41.6767 | nans      |
| bfef3f33-10db-405e-a399-e8830adbe7fc | da63aa96-42b9-40ca-830a-68b2977fd6d1 | DCRNN               | protocol:test_r001 | 33.703  | 42.5745 | nans      |
| 51e8cd9f-e467-4c6b-84e6-3a04b3b2d8e2 | da63aa96-42b9-40ca-830a-68b2977fd6d1 | DCRNN               | protocol:test_r000 | 32.5833 | 41.7115 | nans      |
| df9a6f54-4766-43f5-96e4-ff88d3750106 | 98cc3f29-7ed7-4690-98af-2c72dc325a2c | DCRNN               | protocol:test_r004 | 34.3786 | 43.2991 | nans      |
| c7bc5ab8-ceee-46ae-9bb2-7aa7013efa9b | 98cc3f29-7ed7-4690-98af-2c72dc325a2c | DCRNN               | protocol:test_r003 | 34.2594 | 42.5477 | nans      |
| a2e66235-dd10-4221-9359-01b727b7c4dd | 98cc3f29-7ed7-4690-98af-2c72dc325a2c | DCRNN               | protocol:test_r002 | 30.4443 | 38.8055 | nans      |
| b78e04ac-c648-4182-8d00-843fe39589df | 98cc3f29-7ed7-4690-98af-2c72dc325a2c | DCRNN               | protocol:test_r001 | 34.0269 | 43.33   | nans      |
| 8f6c51ea-09b5-472d-add8-191057d87f13 | 98cc3f29-7ed7-4690-98af-2c72dc325a2c | DCRNN               | protocol:test_r000 | 35.7157 | 44.4831 | nans      |
| 49bd525d-a55f-447f-9749-d9faca90a0a5 | 8925b637-8120-4fde-bd68-24216921cd7f | DCRNN               | protocol:test_r004 | 51.3967 | 60.5006 | nans      |
| 7943cc0c-c02f-4f20-8834-016cd7c2e131 | 8925b637-8120-4fde-bd68-24216921cd7f | DCRNN               | protocol:test_r003 | 50.9764 | 60.1972 | nans      |
| ddd4f4da-eded-481c-b855-e13b9f587b4d | 8925b637-8120-4fde-bd68-24216921cd7f | DCRNN               | protocol:test_r002 | 51.2657 | 60.3284 | nans      |
| 67238822-e3b5-4efd-8ef9-3a68ae8d598e | 8925b637-8120-4fde-bd68-24216921cd7f | DCRNN               | protocol:test_r001 | 51.3017 | 60.4702 | nans      |
| e186e289-d0bc-416b-8cd1-8cf325980dda | 8925b637-8120-4fde-bd68-24216921cd7f | DCRNN               | protocol:test_r000 | 51.3463 | 60.4724 | nans      |
| 692283f4-8f1b-4d19-89cb-49d3595af76e | 6dccbabb-e941-4ee1-b47a-5ac07c2f7c05 | DCRNN               | protocol:test_r004 | 38.8687 | 47.7603 | nans      |
| 5fb6d899-d004-43bf-b4d7-4b7606dc7945 | 6dccbabb-e941-4ee1-b47a-5ac07c2f7c05 | DCRNN               | protocol:test_r003 | 37.0378 | 47.5323 | nans      |
| dcb09869-240b-45ec-91fd-2704a339cf72 | 6dccbabb-e941-4ee1-b47a-5ac07c2f7c05 | DCRNN               | protocol:test_r002 | 33.1446 | 42.7988 | nans      |
| 89e926c7-06f1-4528-aff3-9d7ed08b345d | 6dccbabb-e941-4ee1-b47a-5ac07c2f7c05 | DCRNN               | protocol:test_r001 | 40.2534 | 49.9113 | nans      |
| 714685e7-a106-42b1-852f-6cd69e1e4246 | 6dccbabb-e941-4ee1-b47a-5ac07c2f7c05 | DCRNN               | protocol:test_r000 | 36.8892 | 47.5365 | nans      |
| 0f1b4fae-4206-41b4-a223-9c9113a2c2cd | 9c389b69-245e-478a-a0e1-678aab50dea7 | DCRNN               | protocol:test_r004 | 33.2364 | 42.1596 | nans      |
| 6d53fbe2-0045-47e4-a237-6e742227348d | 9c389b69-245e-478a-a0e1-678aab50dea7 | DCRNN               | protocol:test_r003 | 32.8994 | 41.915  | nans      |
| e8d9501d-fe63-402f-ab68-56c92be045dd | 9c389b69-245e-478a-a0e1-678aab50dea7 | DCRNN               | protocol:test_r002 | 32.7636 | 41.7452 | nans      |
| 99ceab3c-2307-4d59-a3c6-94634d44614d | 9c389b69-245e-478a-a0e1-678aab50dea7 | DCRNN               | protocol:test_r001 | 32.9065 | 41.8594 | nans      |
| 93109236-eb1a-4dcb-bcca-ad0760889baf | 9c389b69-245e-478a-a0e1-678aab50dea7 | DCRNN               | protocol:test_r000 | 33.3384 | 42.3472 | nans      |
| c04ab4e9-5c05-46c0-a1c8-0a3f3ef1ece8 | 4884f693-5b13-4f97-8aa3-6e844c588707 | IGNNK               | protocol:test_r004 | 32.3162 | 40.8512 | nans      |
| e65476ea-d53f-474a-affa-9963b13b9359 | 4884f693-5b13-4f97-8aa3-6e844c588707 | IGNNK               | protocol:test_r003 | 29.6774 | 37.9721 | nans      |
| 6f00051e-0802-4892-8de1-c989a76717f9 | 4884f693-5b13-4f97-8aa3-6e844c588707 | IGNNK               | protocol:test_r002 | 33.6101 | 43.0898 | nans      |
| e807d28c-90ce-43dd-bfd9-2acb8095c09e | 4884f693-5b13-4f97-8aa3-6e844c588707 | IGNNK               | protocol:test_r001 | 32.0647 | 41.0614 | nans      |
| 7914fac1-64fd-46da-bdd5-c70ee8f5c9ee | 4884f693-5b13-4f97-8aa3-6e844c588707 | IGNNK               | protocol:test_r000 | 31.5288 | 40.3853 | nans      |
| 39d6620d-ad2e-45a4-b8bf-3878880097b6 | f672935f-ac45-4eb2-ace7-60d7d67e653e | IGNNK               | protocol:test_r004 | 31.1274 | 39.8134 | nans      |
| e598c0bd-241c-4927-8724-1a67459d009d | f672935f-ac45-4eb2-ace7-60d7d67e653e | IGNNK               | protocol:test_r003 | 34.5072 | 43.2269 | nans      |
| f5288b01-ed39-4d9f-9438-7dc25c8e6228 | f672935f-ac45-4eb2-ace7-60d7d67e653e | IGNNK               | protocol:test_r002 | 34.1301 | 43.2717 | nans      |
| c8fd050c-f0af-4ff5-81c2-1a09f3f58726 | f672935f-ac45-4eb2-ace7-60d7d67e653e | IGNNK               | protocol:test_r001 | 33.3993 | 41.1514 | nans      |
| a50c4611-6492-41c1-8e34-f47d54fb7d29 | f672935f-ac45-4eb2-ace7-60d7d67e653e | IGNNK               | protocol:test_r000 | 31.5141 | 40.8921 | nans      |
| 88f75510-63c7-424b-b0d3-f96c070f0c9a | c8331e00-853b-43ed-b277-87607a50540e | IGNNK               | protocol:test_r004 | 34.5643 | 43.6726 | nans      |
| b82ff97c-b359-48dd-af7b-8bfc17500a96 | c8331e00-853b-43ed-b277-87607a50540e | IGNNK               | protocol:test_r003 | 35.1471 | 42.9764 | nans      |
| 64bcec64-2cc5-4b5b-b165-8ac98f251d66 | c8331e00-853b-43ed-b277-87607a50540e | IGNNK               | protocol:test_r002 | 26.8306 | 35.7285 | nans      |
| 6cc7e0fe-11be-4ec1-a74d-04bf4814726a | c8331e00-853b-43ed-b277-87607a50540e | IGNNK               | protocol:test_r001 | 31.4658 | 40.3275 | nans      |
| 3e9c81c9-609c-4d5c-b3cf-7834136df76f | c8331e00-853b-43ed-b277-87607a50540e | IGNNK               | protocol:test_r000 | 33.5099 | 41.9442 | nans      |
| 50f13d99-bc79-4a3f-bcaa-ee43a1e78bce | d0acfa04-fc0c-487b-b053-4655d24b78b6 | IGNNK               | protocol:test_r004 | 48.289  | 57.1273 | nans      |
| ebcfcac2-9f0d-490e-b504-f4518c0b0347 | d0acfa04-fc0c-487b-b053-4655d24b78b6 | IGNNK               | protocol:test_r003 | 43.0085 | 52.6549 | nans      |
| 3d25f197-d9e3-446b-8ab6-8cc562386975 | d0acfa04-fc0c-487b-b053-4655d24b78b6 | IGNNK               | protocol:test_r002 | 50.9988 | 60.7565 | nans      |
| 31295d21-940f-423c-aade-bf6cc2558f8f | d0acfa04-fc0c-487b-b053-4655d24b78b6 | IGNNK               | protocol:test_r001 | 48.7321 | 58.8512 | nans      |
| 3d0552f1-9f60-4eee-b8c0-bcf3deac85dc | d0acfa04-fc0c-487b-b053-4655d24b78b6 | IGNNK               | protocol:test_r000 | 54.1255 | 62.781  | nans      |
| 8a99e3b8-3430-49e4-89a8-269cfdffc0af | 4700702f-482d-4f8e-af89-ebc2c2a42dc6 | IGNNK               | protocol:test_r004 | 41.44   | 49.8375 | nans      |
| b78556b1-3a82-4f5a-97fa-29dcdf2d2a45 | 4700702f-482d-4f8e-af89-ebc2c2a42dc6 | IGNNK               | protocol:test_r003 | 37.1646 | 48.2083 | nans      |
| cc301818-78a5-4124-bcb9-13ed0d49bc61 | 4700702f-482d-4f8e-af89-ebc2c2a42dc6 | IGNNK               | protocol:test_r002 | 31.9363 | 41.4379 | nans      |
| 2968b0cf-ad34-4bf4-a2c4-c8834972736d | 4700702f-482d-4f8e-af89-ebc2c2a42dc6 | IGNNK               | protocol:test_r001 | 38.5444 | 48.457  | nans      |
| 9a43d7f5-4cfd-410a-a4a9-ee6ddc57bc31 | 4700702f-482d-4f8e-af89-ebc2c2a42dc6 | IGNNK               | protocol:test_r000 | 34.0683 | 46.5985 | nans      |
| 12858865-1718-4992-bc93-aa07ca4d293d | 53811a40-2ac6-4e4a-a32f-84b4a14f13da | IGNNK               | protocol:test_r004 | 32.6262 | 41.7347 | nans      |
| 8ce988b1-fa62-4f5f-bb26-d18d147847c4 | 53811a40-2ac6-4e4a-a32f-84b4a14f13da | IGNNK               | protocol:test_r003 | 33.6241 | 42.8673 | nans      |
| 851ab660-0556-4e90-849f-ea36411229b5 | 53811a40-2ac6-4e4a-a32f-84b4a14f13da | IGNNK               | protocol:test_r002 | 32.3779 | 41.3197 | nans      |
| 976005c3-617e-4a19-b263-1f59c11f60a3 | 53811a40-2ac6-4e4a-a32f-84b4a14f13da | IGNNK               | protocol:test_r001 | 34.2066 | 43.4206 | nans      |
| d9b3195f-d5ed-49fc-8222-decf3ef1939f | 53811a40-2ac6-4e4a-a32f-84b4a14f13da | IGNNK               | protocol:test_r000 | 33.0919 | 42.3071 | nans      |
| 1f4656e6-aa0f-4aa8-997a-f2f5b2002bef | a50b1f2e-674a-40e8-8044-e897460554be | GRIN                | protocol:test_r004 | 31.3086 | 39.9935 | nans      |
| 4d7026cd-32cb-4dbb-93f1-f90a62e97a56 | a50b1f2e-674a-40e8-8044-e897460554be | GRIN                | protocol:test_r003 | 31.1058 | 40.0106 | nans      |
| 15e4350d-97d6-48f3-bb66-87e031a90f2c | a50b1f2e-674a-40e8-8044-e897460554be | GRIN                | protocol:test_r002 | 32.7193 | 41.5202 | nans      |
| 3ba9897b-85cc-400e-a301-9e82272dd2cc | a50b1f2e-674a-40e8-8044-e897460554be | GRIN                | protocol:test_r001 | 33.698  | 42.5018 | nans      |
| 09aa2862-593b-4b5b-a795-1f98b8d4d75e | a50b1f2e-674a-40e8-8044-e897460554be | GRIN                | protocol:test_r000 | 32.3994 | 41.6391 | nans      |
| 2f8be555-7f7c-46f7-9788-be695d9e3bdf | afa4e744-be45-464a-8407-f1a79c0b3d8f | GRIN                | protocol:test_r004 | 31.2895 | 40.0707 | nans      |
| 0e255ab9-f642-4db4-90b0-b69e092ef0ce | afa4e744-be45-464a-8407-f1a79c0b3d8f | GRIN                | protocol:test_r003 | 31.0215 | 40.0033 | nans      |
| 6cb5e6b2-56ba-4054-9137-155f58f0dfa2 | afa4e744-be45-464a-8407-f1a79c0b3d8f | GRIN                | protocol:test_r002 | 33.0102 | 41.7092 | nans      |
| fc7ab25f-612f-4b60-aacd-9de9ac5a79e4 | afa4e744-be45-464a-8407-f1a79c0b3d8f | GRIN                | protocol:test_r001 | 33.1024 | 41.9365 | nans      |
| b2f8d1fe-f770-4ae4-ba64-6af27f7a52d3 | afa4e744-be45-464a-8407-f1a79c0b3d8f | GRIN                | protocol:test_r000 | 31.929  | 41.3129 | nans      |
| a5ab39eb-0a8a-441a-9bcc-509aad53399c | 6212cd1e-ded8-43ae-b66a-4fd714166745 | GRIN                | protocol:test_r004 | 34.1312 | 43.0956 | nans      |
| 85d86fec-d963-42f3-ab72-d4fe1c3dd1fa | 6212cd1e-ded8-43ae-b66a-4fd714166745 | GRIN                | protocol:test_r003 | 33.5626 | 42.0106 | nans      |
| 1b7e0933-281a-4f31-9aaa-710cf6db26cd | 6212cd1e-ded8-43ae-b66a-4fd714166745 | GRIN                | protocol:test_r002 | 30.4639 | 38.6617 | nans      |
| 59719047-e4d6-4737-80ac-4f4b40bbd356 | 6212cd1e-ded8-43ae-b66a-4fd714166745 | GRIN                | protocol:test_r001 | 33.5714 | 42.9681 | nans      |
